n_agents,shape,conclusion,steps
8,complete,1.0,172
9,cycle,1.0,1142
9,wheel,1.0,451
9,complete,1.0,100
10,cycle,1.0,416
10,wheel,1.0,352
10,complete,0.0,40
5,cycle,1.0,1076
5,wheel,1.0,311
5,complete,1.0,103
6,cycle,1.0,473
6,wheel,1.0,305
6,complete,0.0,208
7,cycle,1.0,514
7,wheel,1.0,159
7,complete,1.0,53
8,cycle,1.0,567
8,wheel,1.0,265
8,complete,1.0,65
9,cycle,1.0,741
9,wheel,1.0,396
9,complete,1.0,180
10,cycle,1.0,402
10,wheel,1.0,210
10,complete,1.0,102
5,cycle,1.0,271
5,wheel,1.0,214
5,complete,1.0,73
6,cycle,1.0,627
6,wheel,1.0,619
6,complete,1.0,111
7,cycle,1.0,409
7,wheel,1.0,294
7,complete,1.0,76
8,cycle,1.0,1184
8,wheel,1.0,345
8,complete,1.0,104
9,cycle,1.0,1032
9,wheel,1.0,437
9,complete,1.0,187
10,cycle,1.0,891
10,wheel,1.0,558
10,complete,1.0,177
5,cycle,1.0,640
5,wheel,1.0,222
5,complete,1.0,105
6,cycle,1.0,495
6,wheel,0.0,67
6,complete,0.0,83
7,cycle,1.0,506
7,wheel,1.0,726
7,complete,1.0,167
8,cycle,1.0,898
8,wheel,1.0,209
8,complete,1.0,54
9,cycle,1.0,263
9,wheel,1.0,294
9,complete,1.0,46
10,cycle,1.0,717
10,wheel,1.0,278
10,complete,1.0,71
5,cycle,1.0,167
5,wheel,1.0,715
5,complete,1.0,169
6,cycle,1.0,347
6,wheel,1.0,153
6,complete,1.0,147
7,cycle,1.0,304
7,wheel,1.0,474
7,complete,1.0,73
8,cycle,1.0,516
8,wheel,1.0,646
8,complete,1.0,51
9,cycle,1.0,700
9,wheel,1.0,288
9,complete,0.0,49
10,cycle,0.0,23
10,wheel,1.0,290
10,complete,1.0,252
5,cycle,1.0,498
5,wheel,0.0,49
5,complete,1.0,152
6,cycle,1.0,325
6,wheel,0.0,102
6,complete,1.0,139
7,cycle,1.0,614
7,wheel,1.0,274
7,complete,1.0,141
8,cycle,1.0,1123
8,wheel,1.0,245
8,complete,1.0,62
9,cycle,1.0,537
9,wheel,1.0,297
9,complete,1.0,115
10,cycle,1.0,400
10,wheel,1.0,269
10,complete,1.0,103
5,cycle,1.0,248
5,wheel,1.0,1028
5,complete,1.0,937
6,cycle,1.0,135
6,wheel,1.0,309
6,complete,1.0,257
7,cycle,1.0,783
7,wheel,1.0,377
7,complete,1.0,111
8,cycle,1.0,466
8,wheel,1.0,243
8,complete,1.0,46
9,cycle,1.0,497
9,wheel,1.0,236
9,complete,1.0,97
10,cycle,1.0,1123
10,wheel,1.0,301
10,complete,1.0,95
5,cycle,0.0,1
5,wheel,1.0,604
5,complete,1.0,54
6,cycle,1.0,261
6,wheel,1.0,292
6,complete,0.0,65
7,cycle,1.0,1458
7,wheel,1.0,182
7,complete,1.0,209
8,cycle,1.0,595
8,wheel,1.0,380
8,complete,1.0,173
9,cycle,1.0,352
9,wheel,1.0,167
9,complete,1.0,87
10,cycle,1.0,994
10,wheel,1.0,173
10,complete,1.0,188
5,cycle,1.0,584
5,wheel,1.0,148
5,complete,1.0,330
6,cycle,0.0,5
6,wheel,1.0,106
6,complete,1.0,107
7,cycle,1.0,214
7,wheel,1.0,536
7,complete,1.0,167
8,cycle,1.0,632
8,wheel,1.0,383
8,complete,1.0,116
9,cycle,1.0,422
9,wheel,0.0,27
9,complete,1.0,156
10,cycle,1.0,492
10,wheel,1.0,300
10,complete,1.0,118
5,cycle,1.0,250
5,wheel,1.0,271
5,complete,1.0,423
6,cycle,1.0,436
6,wheel,1.0,425
6,complete,0.0,184
7,cycle,1.0,213
7,wheel,0.0,16
7,complete,1.0,201
8,cycle,1.0,493
8,wheel,1.0,730
8,complete,1.0,67
9,cycle,1.0,831
9,wheel,1.0,473
9,complete,1.0,112
10,cycle,1.0,2565
10,wheel,1.0,208
10,complete,1.0,175
5,cycle,1.0,703
5,wheel,1.0,504
5,complete,1.0,624
6,cycle,1.0,804
6,wheel,0.0,1
6,complete,1.0,254
7,cycle,1.0,227
7,wheel,0.0,256
7,complete,1.0,186
8,cycle,1.0,413
8,wheel,1.0,367
8,complete,1.0,201
9,cycle,1.0,447
9,wheel,1.0,1244
9,complete,1.0,93
10,cycle,1.0,1377
10,wheel,0.0,330
10,complete,1.0,115
5,cycle,1.0,398
5,wheel,0.0,46
5,complete,0.0,36
6,cycle,1.0,560
6,wheel,0.0,22
6,complete,1.0,124
7,cycle,1.0,184
7,wheel,1.0,283
7,complete,0.0,98
8,cycle,1.0,1771
8,wheel,1.0,178
8,complete,1.0,90
9,cycle,1.0,897
9,wheel,1.0,243
9,complete,1.0,67
10,cycle,1.0,1170
10,wheel,1.0,816
10,complete,1.0,102
5,cycle,0.0,195
5,wheel,1.0,453
5,complete,1.0,277
6,cycle,1.0,642
6,wheel,1.0,448
6,complete,1.0,193
7,cycle,1.0,248
7,wheel,1.0,219
7,complete,1.0,76
8,cycle,1.0,966
8,wheel,1.0,328
8,complete,1.0,266
9,cycle,1.0,238
9,wheel,1.0,180
9,complete,1.0,43
10,cycle,1.0,970
10,wheel,1.0,1049
10,complete,1.0,194
5,cycle,1.0,590
5,wheel,1.0,634
5,complete,1.0,132
6,cycle,1.0,486
6,wheel,1.0,304
6,complete,0.0,25
7,cycle,1.0,977
7,wheel,1.0,380
7,complete,1.0,198
8,cycle,1.0,1236
8,wheel,1.0,373
8,complete,1.0,268
9,cycle,0.0,7
9,wheel,1.0,335
9,complete,1.0,78
10,cycle,1.0,718
10,wheel,1.0,531
10,complete,1.0,77
5,cycle,0.0,1
5,wheel,1.0,232
5,complete,0.0,138
6,cycle,1.0,1096
6,wheel,0.0,67
6,complete,1.0,145
7,cycle,1.0,1652
7,wheel,1.0,261
7,complete,0.0,163
8,cycle,1.0,387
8,wheel,1.0,204
8,complete,1.0,163
9,cycle,1.0,635
9,wheel,1.0,186
9,complete,1.0,147
10,cycle,1.0,605
10,wheel,1.0,366
10,complete,1.0,113
5,cycle,1.0,374
5,wheel,1.0,368
5,complete,1.0,220
6,cycle,1.0,1410
6,wheel,1.0,236
6,complete,1.0,105
7,cycle,1.0,294
7,wheel,0.0,25
7,complete,1.0,41
8,cycle,1.0,1412
8,wheel,1.0,231
8,complete,0.0,101
9,cycle,1.0,1601
9,wheel,1.0,245
9,complete,1.0,73
10,cycle,1.0,1217
10,wheel,1.0,415
10,complete,1.0,66
5,cycle,1.0,253
5,wheel,1.0,172
5,complete,1.0,60
6,cycle,1.0,620
6,wheel,1.0,188
6,complete,1.0,166
7,cycle,1.0,822
7,wheel,1.0,181
7,complete,1.0,84
8,cycle,1.0,640
8,wheel,1.0,183
8,complete,1.0,88
9,cycle,1.0,543
9,wheel,1.0,597
9,complete,1.0,125
10,cycle,1.0,1762
10,wheel,1.0,388
10,complete,1.0,72
5,cycle,1.0,246
5,wheel,1.0,409
5,complete,1.0,454
6,cycle,0.0,144
6,wheel,1.0,92
6,complete,1.0,69
7,cycle,1.0,418
7,wheel,1.0,293
7,complete,1.0,275
8,cycle,1.0,1173
8,wheel,0.0,350
8,complete,1.0,188
9,cycle,1.0,377
9,wheel,1.0,377
9,complete,1.0,113
10,cycle,1.0,578
10,wheel,1.0,503
10,complete,1.0,56
5,cycle,1.0,323
5,wheel,1.0,329
5,complete,1.0,71
6,cycle,1.0,1001
6,wheel,0.0,48
6,complete,1.0,144
7,cycle,1.0,276
7,wheel,1.0,222
7,complete,1.0,120
8,cycle,1.0,438
8,wheel,1.0,385
8,complete,1.0,204
9,cycle,1.0,1187
9,wheel,1.0,560
9,complete,1.0,39
10,cycle,1.0,588
10,wheel,1.0,162
10,complete,1.0,53
5,cycle,1.0,447
5,wheel,0.0,25
5,complete,0.0,29
6,cycle,1.0,770
6,wheel,1.0,499
6,complete,0.0,80
7,cycle,1.0,426
7,wheel,0.0,10
7,complete,1.0,278
8,cycle,1.0,471
8,wheel,1.0,493
8,complete,1.0,251
9,cycle,1.0,1157
9,wheel,1.0,233
9,complete,1.0,109
10,cycle,1.0,1954
10,wheel,1.0,136
10,complete,1.0,123
5,cycle,0.0,44
5,wheel,0.0,47
5,complete,1.0,129
6,cycle,1.0,1041
6,wheel,1.0,84
6,complete,1.0,108
7,cycle,1.0,699
7,wheel,1.0,118
7,complete,1.0,136
8,cycle,1.0,648
8,wheel,0.0,1
8,complete,0.0,70
9,cycle,1.0,539
9,wheel,1.0,302
9,complete,1.0,162
10,cycle,1.0,2182
10,wheel,1.0,564
10,complete,1.0,78
5,cycle,0.0,3
5,wheel,0.0,41
5,complete,1.0,141
6,cycle,0.0,3
6,wheel,1.0,283
6,complete,1.0,145
7,cycle,1.0,741
7,wheel,1.0,252
7,complete,1.0,123
8,cycle,0.0,69
8,wheel,1.0,327
8,complete,1.0,147
9,cycle,1.0,1010
9,wheel,1.0,247
9,complete,1.0,103
10,cycle,1.0,1508
10,wheel,1.0,452
10,complete,1.0,130
5,cycle,1.0,233
5,wheel,1.0,134
5,complete,1.0,227
6,cycle,1.0,263
6,wheel,1.0,212
6,complete,0.0,30
7,cycle,1.0,800
7,wheel,1.0,309
7,complete,0.0,183
8,cycle,1.0,1925
8,wheel,1.0,173
8,complete,1.0,57
9,cycle,1.0,168
9,wheel,1.0,355
9,complete,1.0,72
10,cycle,1.0,1732
10,wheel,1.0,322
10,complete,1.0,75
5,cycle,1.0,1023
5,wheel,1.0,81
5,complete,1.0,249
6,cycle,1.0,475
6,wheel,1.0,225
6,complete,1.0,140
7,cycle,1.0,1342
7,wheel,1.0,307
7,complete,1.0,287
8,cycle,1.0,628
8,wheel,1.0,181
8,complete,1.0,84
9,cycle,1.0,808
9,wheel,1.0,681
9,complete,1.0,179
10,cycle,1.0,1261
10,wheel,1.0,1098
10,complete,1.0,76
5,cycle,1.0,862
5,wheel,1.0,196
5,complete,1.0,245
6,cycle,1.0,213
6,wheel,1.0,437
6,complete,0.0,187
7,cycle,1.0,468
7,wheel,1.0,609
7,complete,1.0,112
8,cycle,1.0,1539
8,wheel,1.0,729
8,complete,1.0,92
9,cycle,1.0,611
9,wheel,1.0,421
9,complete,1.0,100
10,cycle,1.0,1193
10,wheel,1.0,320
10,complete,0.0,37
5,cycle,1.0,720
5,wheel,1.0,386
5,complete,1.0,201
6,cycle,0.0,1
6,wheel,1.0,155
6,complete,1.0,130
7,cycle,1.0,422
7,wheel,1.0,446
7,complete,1.0,53
8,cycle,0.0,59
8,wheel,0.0,51
8,complete,1.0,90
9,cycle,1.0,254
9,wheel,1.0,176
9,complete,0.0,64
10,cycle,1.0,797
10,wheel,1.0,456
10,complete,1.0,87
5,cycle,1.0,167
5,wheel,1.0,62
5,complete,1.0,362
6,cycle,1.0,132
6,wheel,1.0,302
6,complete,1.0,50
7,cycle,1.0,402
7,wheel,1.0,138
7,complete,1.0,73
8,cycle,0.0,19
8,wheel,1.0,184
8,complete,1.0,115
9,cycle,1.0,718
9,wheel,1.0,455
9,complete,1.0,42
10,cycle,1.0,310
10,wheel,1.0,386
10,complete,0.0,69
5,cycle,1.0,624
5,wheel,1.0,430
5,complete,1.0,103
6,cycle,1.0,90
6,wheel,1.0,629
6,complete,1.0,133
7,cycle,1.0,245
7,wheel,1.0,277
7,complete,0.0,155
8,cycle,1.0,252
8,wheel,1.0,219
8,complete,1.0,141
9,cycle,1.0,993
9,wheel,1.0,566
9,complete,1.0,110
10,cycle,1.0,236
10,wheel,1.0,745
10,complete,1.0,98
5,cycle,1.0,2444
5,wheel,0.0,1
5,complete,0.0,1
6,cycle,1.0,705
6,wheel,1.0,877
6,complete,0.0,56
7,cycle,1.0,226
7,wheel,1.0,62
7,complete,1.0,311
8,cycle,0.0,37
8,wheel,1.0,191
8,complete,1.0,118
9,cycle,1.0,639
9,wheel,1.0,211
9,complete,1.0,158
10,cycle,1.0,749
10,wheel,1.0,556
10,complete,1.0,87
5,cycle,1.0,193
5,wheel,0.0,1
5,complete,1.0,46
6,cycle,1.0,477
6,wheel,0.0,1
6,complete,1.0,209
7,cycle,1.0,601
7,wheel,1.0,596
7,complete,1.0,55
8,cycle,1.0,681
8,wheel,1.0,908
8,complete,0.0,75
9,cycle,1.0,367
9,wheel,1.0,374
9,complete,1.0,199
10,cycle,1.0,606
10,wheel,1.0,149
10,complete,1.0,72
5,cycle,1.0,363
5,wheel,1.0,64
5,complete,1.0,309
6,cycle,0.0,35
6,wheel,1.0,353
6,complete,1.0,276
7,cycle,1.0,427
7,wheel,1.0,425
7,complete,1.0,54
8,cycle,1.0,1737
8,wheel,1.0,222
8,complete,1.0,57
9,cycle,1.0,999
9,wheel,1.0,197
9,complete,1.0,145
10,cycle,1.0,1279
10,wheel,1.0,1834
10,complete,1.0,255
5,cycle,1.0,193
5,wheel,0.0,13
5,complete,1.0,112
6,cycle,1.0,396
6,wheel,1.0,1188
6,complete,1.0,216
7,cycle,1.0,1046
7,wheel,0.0,94
7,complete,1.0,37
8,cycle,1.0,428
8,wheel,0.0,18
8,complete,1.0,139
9,cycle,1.0,668
9,wheel,1.0,698
9,complete,1.0,81
10,cycle,1.0,949
10,wheel,1.0,1010
10,complete,1.0,141
5,cycle,1.0,608
5,wheel,1.0,101
5,complete,0.0,1
6,cycle,1.0,139
6,wheel,1.0,415
6,complete,1.0,142
7,cycle,1.0,1745
7,wheel,1.0,124
7,complete,1.0,66
8,cycle,1.0,507
8,wheel,1.0,163
8,complete,1.0,138
9,cycle,1.0,842
9,wheel,1.0,172
9,complete,1.0,140
10,cycle,1.0,563
10,wheel,1.0,186
10,complete,0.0,59
5,cycle,1.0,424
5,wheel,1.0,138
5,complete,1.0,260
6,cycle,1.0,691
6,wheel,0.0,9
6,complete,1.0,360
7,cycle,0.0,77
7,wheel,1.0,386
7,complete,1.0,591
8,cycle,1.0,675
8,wheel,1.0,486
8,complete,1.0,138
9,cycle,1.0,409
9,wheel,1.0,288
9,complete,1.0,191
10,cycle,1.0,949
10,wheel,1.0,617
10,complete,1.0,155
5,cycle,1.0,862
5,wheel,1.0,395
5,complete,1.0,196
6,cycle,1.0,852
6,wheel,1.0,123
6,complete,1.0,157
7,cycle,1.0,858
7,wheel,1.0,320
7,complete,1.0,85
8,cycle,1.0,901
8,wheel,1.0,178
8,complete,1.0,204
9,cycle,1.0,219
9,wheel,1.0,616
9,complete,1.0,203
10,cycle,1.0,1124
10,wheel,1.0,201
10,complete,1.0,100
5,cycle,1.0,411
5,wheel,0.0,120
5,complete,1.0,38
6,cycle,1.0,868
6,wheel,1.0,266
6,complete,1.0,128
7,cycle,1.0,523
7,wheel,1.0,418
7,complete,1.0,149
8,cycle,1.0,703
8,wheel,1.0,100
8,complete,1.0,206
9,cycle,1.0,627
9,wheel,1.0,1225
9,complete,1.0,71
10,cycle,1.0,431
10,wheel,1.0,568
10,complete,1.0,111
5,cycle,1.0,624
5,wheel,1.0,227
5,complete,0.0,109
6,cycle,1.0,533
6,wheel,1.0,625
6,complete,1.0,208
7,cycle,1.0,555
7,wheel,1.0,197
7,complete,1.0,177
8,cycle,1.0,319
8,wheel,1.0,224
8,complete,1.0,266
9,cycle,1.0,723
9,wheel,1.0,928
9,complete,1.0,115
10,cycle,1.0,485
10,wheel,1.0,860
10,complete,1.0,89
5,cycle,1.0,711
5,wheel,1.0,286
5,complete,1.0,372
6,cycle,1.0,196
6,wheel,1.0,285
6,complete,1.0,139
7,cycle,1.0,1952
7,wheel,1.0,350
7,complete,1.0,175
8,cycle,1.0,1098
8,wheel,1.0,513
8,complete,1.0,76
9,cycle,1.0,582
9,wheel,1.0,654
9,complete,1.0,126
10,cycle,1.0,580
10,wheel,1.0,222
10,complete,1.0,140
5,cycle,0.0,39
5,wheel,1.0,208
5,complete,1.0,493
6,cycle,1.0,518
6,wheel,1.0,687
6,complete,1.0,116
7,cycle,1.0,457
7,wheel,1.0,303
7,complete,1.0,194
8,cycle,1.0,2027
8,wheel,1.0,927
8,complete,1.0,140
9,cycle,1.0,828
9,wheel,1.0,201
9,complete,1.0,98
10,cycle,1.0,1070
10,wheel,1.0,350
10,complete,1.0,53
5,cycle,1.0,530
5,wheel,0.0,16
5,complete,1.0,167
6,cycle,1.0,323
6,wheel,1.0,265
6,complete,1.0,82
7,cycle,0.0,9
7,wheel,1.0,616
7,complete,1.0,117
8,cycle,1.0,1247
8,wheel,1.0,323
8,complete,1.0,38
9,cycle,1.0,1384
9,wheel,1.0,97
9,complete,1.0,78
10,cycle,1.0,721
10,wheel,1.0,421
10,complete,1.0,198
5,cycle,1.0,650
5,wheel,1.0,275
5,complete,1.0,111
6,cycle,1.0,346
6,wheel,1.0,441
6,complete,1.0,58
7,cycle,1.0,584
7,wheel,0.0,86
7,complete,1.0,171
8,cycle,1.0,224
8,wheel,1.0,273
8,complete,1.0,230
9,cycle,1.0,460
9,wheel,1.0,198
9,complete,1.0,170
10,cycle,1.0,852
10,wheel,1.0,386
10,complete,1.0,128
5,cycle,1.0,1053
5,wheel,1.0,116
5,complete,1.0,97
6,cycle,1.0,161
6,wheel,1.0,162
6,complete,0.0,8
7,cycle,1.0,339
7,wheel,1.0,486
7,complete,1.0,282
8,cycle,1.0,358
8,wheel,1.0,257
8,complete,1.0,135
9,cycle,1.0,1369
9,wheel,1.0,423
9,complete,1.0,49
10,cycle,1.0,503
10,wheel,1.0,208
10,complete,1.0,195
5,cycle,1.0,342
5,wheel,0.0,156
5,complete,1.0,128
6,cycle,1.0,156
6,wheel,1.0,226
6,complete,1.0,80
7,cycle,1.0,182
7,wheel,1.0,335
7,complete,1.0,138
8,cycle,1.0,290
8,wheel,1.0,276
8,complete,1.0,147
9,cycle,1.0,236
9,wheel,0.0,45
9,complete,1.0,101
10,cycle,1.0,862
10,wheel,1.0,379
10,complete,0.0,23
5,cycle,1.0,712
5,wheel,0.0,17
5,complete,1.0,433
6,cycle,1.0,262
6,wheel,1.0,222
6,complete,0.0,1
7,cycle,1.0,341
7,wheel,1.0,1069
7,complete,1.0,131
8,cycle,1.0,985
8,wheel,1.0,174
8,complete,1.0,120
9,cycle,1.0,2134
9,wheel,1.0,559
9,complete,1.0,98
10,cycle,1.0,347
10,wheel,1.0,421
10,complete,1.0,124
5,cycle,1.0,546
5,wheel,1.0,326
5,complete,1.0,252
6,cycle,1.0,403
6,wheel,1.0,406
6,complete,1.0,237
7,cycle,1.0,1055
7,wheel,1.0,303
7,complete,1.0,835
8,cycle,1.0,671
8,wheel,1.0,249
8,complete,1.0,45
9,cycle,1.0,1179
9,wheel,1.0,1811
9,complete,1.0,160
10,cycle,1.0,598
10,wheel,1.0,97
10,complete,1.0,66
5,cycle,0.0,2
5,wheel,1.0,325
5,complete,1.0,79
6,cycle,1.0,554
6,wheel,0.0,37
6,complete,1.0,122
7,cycle,1.0,682
7,wheel,1.0,455
7,complete,1.0,78
8,cycle,1.0,529
8,wheel,1.0,463
8,complete,1.0,125
9,cycle,1.0,493
9,wheel,1.0,1130
9,complete,1.0,115
10,cycle,1.0,739
10,wheel,1.0,286
10,complete,1.0,192
5,cycle,1.0,652
5,wheel,1.0,102
5,complete,1.0,87
6,cycle,1.0,405
6,wheel,1.0,392
6,complete,0.0,27
7,cycle,1.0,623
7,wheel,1.0,377
7,complete,1.0,87
8,cycle,1.0,797
8,wheel,1.0,307
8,complete,0.0,52
9,cycle,1.0,515
9,wheel,1.0,261
9,complete,1.0,35
10,cycle,1.0,1702
10,wheel,1.0,356
10,complete,1.0,113
5,cycle,1.0,688
5,wheel,0.0,143
5,complete,0.0,43
6,cycle,1.0,407
6,wheel,1.0,383
6,complete,1.0,139
7,cycle,1.0,927
7,wheel,1.0,465
7,complete,1.0,136
8,cycle,1.0,544
8,wheel,1.0,257
8,complete,1.0,114
9,cycle,1.0,263
9,wheel,1.0,479
9,complete,1.0,149
10,cycle,1.0,2692
10,wheel,1.0,228
10,complete,1.0,45
5,cycle,1.0,287
5,wheel,0.0,223
5,complete,1.0,58
6,cycle,1.0,509
6,wheel,1.0,125
6,complete,1.0,115
7,cycle,1.0,811
7,wheel,1.0,109
7,complete,1.0,629
8,cycle,1.0,950
8,wheel,1.0,462
8,complete,1.0,88
9,cycle,1.0,754
9,wheel,1.0,132
9,complete,1.0,89
10,cycle,1.0,2992
10,wheel,1.0,453
10,complete,1.0,43
5,cycle,1.0,171
5,wheel,0.0,2
5,complete,1.0,123
6,cycle,1.0,674
6,wheel,1.0,408
6,complete,1.0,116
7,cycle,1.0,388
7,wheel,1.0,786
7,complete,1.0,253
8,cycle,1.0,613
8,wheel,1.0,207
8,complete,1.0,119
9,cycle,1.0,1450
9,wheel,1.0,501
9,complete,1.0,200
10,cycle,1.0,482
10,wheel,1.0,312
10,complete,1.0,339
5,cycle,1.0,768
5,wheel,1.0,247
5,complete,0.0,35
6,cycle,1.0,939
6,wheel,1.0,457
6,complete,1.0,264
7,cycle,1.0,264
7,wheel,1.0,829
7,complete,1.0,315
8,cycle,1.0,1674
8,wheel,1.0,322
8,complete,0.0,41
9,cycle,1.0,1695
9,wheel,1.0,661
9,complete,1.0,71
10,cycle,1.0,311
10,wheel,1.0,447
10,complete,1.0,66
5,cycle,1.0,306
5,wheel,1.0,97
5,complete,1.0,58
6,cycle,1.0,270
6,wheel,0.0,24
6,complete,1.0,83
7,cycle,1.0,1231
7,wheel,1.0,749
7,complete,1.0,175
8,cycle,1.0,1355
8,wheel,1.0,214
8,complete,1.0,115
9,cycle,1.0,272
9,wheel,1.0,726
9,complete,1.0,175
10,cycle,1.0,802
10,wheel,1.0,407
10,complete,1.0,68
5,cycle,1.0,228
5,wheel,1.0,624
5,complete,1.0,137
6,cycle,1.0,276
6,wheel,1.0,407
6,complete,1.0,65
7,cycle,1.0,500
7,wheel,1.0,380
7,complete,1.0,230
8,cycle,1.0,1211
8,wheel,1.0,706
8,complete,0.0,20
9,cycle,1.0,576
9,wheel,1.0,530
9,complete,0.0,82
10,cycle,1.0,817
10,wheel,1.0,422
10,complete,1.0,269
5,cycle,1.0,379
5,wheel,0.0,1
5,complete,1.0,98
6,cycle,1.0,427
6,wheel,0.0,11
6,complete,1.0,200
7,cycle,1.0,827
7,wheel,1.0,183
7,complete,1.0,129
8,cycle,1.0,847
8,wheel,1.0,177
8,complete,1.0,162
9,cycle,0.0,75
9,wheel,1.0,420
9,complete,1.0,70
10,cycle,1.0,623
10,wheel,1.0,473
10,complete,1.0,39
5,cycle,1.0,1074
5,wheel,0.0,36
5,complete,1.0,187
6,cycle,1.0,881
6,wheel,1.0,869
6,complete,1.0,62
7,cycle,1.0,518
7,wheel,1.0,241
7,complete,1.0,286
8,cycle,1.0,354
8,wheel,1.0,789
8,complete,1.0,54
9,cycle,1.0,494
9,wheel,1.0,537
9,complete,1.0,130
10,cycle,1.0,410
10,wheel,1.0,473
10,complete,1.0,162
5,cycle,1.0,167
5,wheel,1.0,247
5,complete,1.0,244
6,cycle,1.0,162
6,wheel,1.0,162
6,complete,0.0,32
7,cycle,1.0,763
7,wheel,0.0,897
7,complete,0.0,490
8,cycle,1.0,178
8,wheel,1.0,560
8,complete,1.0,53
9,cycle,1.0,294
9,wheel,1.0,292
9,complete,1.0,86
10,cycle,1.0,882
10,wheel,1.0,449
10,complete,1.0,111
5,cycle,1.0,503
5,wheel,1.0,190
5,complete,1.0,218
6,cycle,0.0,468
6,wheel,1.0,331
6,complete,1.0,122
7,cycle,1.0,737
7,wheel,1.0,642
7,complete,1.0,129
8,cycle,1.0,1184
8,wheel,1.0,474
8,complete,1.0,78
9,cycle,1.0,422
9,wheel,1.0,433
9,complete,1.0,101
10,cycle,1.0,344
10,wheel,1.0,305
10,complete,1.0,115
5,cycle,1.0,694
5,wheel,1.0,176
5,complete,0.0,105
6,cycle,1.0,473
6,wheel,1.0,476
6,complete,1.0,383
7,cycle,1.0,1610
7,wheel,1.0,294
7,complete,1.0,37
8,cycle,1.0,461
8,wheel,1.0,320
8,complete,1.0,68
9,cycle,1.0,1167
9,wheel,1.0,661
9,complete,1.0,134
10,cycle,1.0,394
10,wheel,1.0,360
10,complete,1.0,123
5,cycle,1.0,223
5,wheel,1.0,193
5,complete,0.0,46
6,cycle,1.0,649
6,wheel,1.0,358
6,complete,1.0,82
7,cycle,0.0,227
7,wheel,1.0,237
7,complete,1.0,213
8,cycle,1.0,946
8,wheel,1.0,72
8,complete,0.0,11
9,cycle,1.0,1577
9,wheel,1.0,214
9,complete,0.0,291
10,cycle,1.0,1137
10,wheel,0.0,25
10,complete,1.0,99
5,cycle,0.0,107
5,wheel,1.0,171
5,complete,1.0,170
6,cycle,1.0,487
6,wheel,1.0,815
6,complete,1.0,136
7,cycle,1.0,511
7,wheel,1.0,249
7,complete,1.0,283
8,cycle,1.0,697
8,wheel,1.0,471
8,complete,1.0,147
9,cycle,1.0,290
9,wheel,1.0,333
9,complete,1.0,237
10,cycle,1.0,299
10,wheel,1.0,505
10,complete,1.0,72
5,cycle,1.0,946
5,wheel,1.0,254
5,complete,1.0,172
6,cycle,1.0,288
6,wheel,1.0,139
6,complete,1.0,66
7,cycle,1.0,246
7,wheel,1.0,601
7,complete,0.0,466
8,cycle,1.0,766
8,wheel,1.0,1004
8,complete,1.0,117
9,cycle,0.0,403
9,wheel,1.0,124
9,complete,1.0,83
10,cycle,1.0,1013
10,wheel,1.0,349
10,complete,1.0,59
5,cycle,1.0,908
5,wheel,1.0,113
5,complete,1.0,826
6,cycle,1.0,889
6,wheel,1.0,353
6,complete,1.0,33
7,cycle,1.0,346
7,wheel,0.0,22
7,complete,1.0,166
8,cycle,0.0,440
8,wheel,1.0,411
8,complete,1.0,65
9,cycle,1.0,444
9,wheel,0.0,39
9,complete,1.0,59
10,cycle,1.0,1077
10,wheel,1.0,461
10,complete,1.0,24
5,cycle,1.0,486
5,wheel,1.0,581
5,complete,1.0,115
6,cycle,1.0,932
6,wheel,1.0,316
6,complete,1.0,259
7,cycle,1.0,801
7,wheel,1.0,443
7,complete,1.0,92
8,cycle,1.0,2342
8,wheel,1.0,251
8,complete,1.0,134
9,cycle,1.0,631
9,wheel,1.0,659
9,complete,1.0,595
10,cycle,1.0,1132
10,wheel,1.0,367
10,complete,1.0,197
5,cycle,1.0,719
5,wheel,0.0,7
5,complete,1.0,247
6,cycle,1.0,603
6,wheel,1.0,365
6,complete,1.0,100
7,cycle,1.0,447
7,wheel,1.0,471
7,complete,1.0,174
8,cycle,1.0,401
8,wheel,1.0,595
8,complete,1.0,111
9,cycle,1.0,914
9,wheel,1.0,367
9,complete,1.0,162
10,cycle,1.0,895
10,wheel,1.0,190
10,complete,1.0,246
5,cycle,1.0,306
5,wheel,0.0,420
5,complete,1.0,33
6,cycle,1.0,179
6,wheel,1.0,181
6,complete,1.0,39
7,cycle,1.0,403
7,wheel,1.0,269
7,complete,0.0,49
8,cycle,1.0,1048
8,wheel,1.0,144
8,complete,1.0,40
9,cycle,1.0,1490
9,wheel,1.0,170
9,complete,1.0,608
10,cycle,1.0,2682
10,wheel,1.0,335
10,complete,1.0,286
5,cycle,1.0,186
5,wheel,1.0,94
5,complete,0.0,13
6,cycle,1.0,351
6,wheel,1.0,169
6,complete,1.0,96
7,cycle,1.0,878
7,wheel,1.0,579
7,complete,1.0,94
8,cycle,1.0,328
8,wheel,1.0,413
8,complete,1.0,143
9,cycle,1.0,2576
9,wheel,1.0,424
9,complete,1.0,56
10,cycle,1.0,708
10,wheel,1.0,246
10,complete,1.0,221
5,cycle,1.0,416
5,wheel,1.0,342
5,complete,1.0,175
6,cycle,1.0,230
6,wheel,1.0,86
6,complete,0.0,15
7,cycle,1.0,426
7,wheel,1.0,714
7,complete,1.0,152
8,cycle,1.0,597
8,wheel,1.0,153
8,complete,1.0,117
9,cycle,1.0,999
9,wheel,1.0,229
